Rank,Filename,Sector,Overall_Score,Match_Percentage,Text_Similarity,Skill_Score,Experience_Score,Education_Score,Experience_Years,Education_Level,Skills_Count,All_Skills,Recommendations,File_Path
174,24410405.pdf,ADVOCATE,0.4623,46.23,0.0419,0.4375,0.7,1.0,25,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\ADVOCATE\24410405.pdf
175,39470264.pdf,ARTS,0.4616,46.16,0.0389,0.4375,0.7,1.0,17,4,7,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, analytics, seo, google analytics",..\data\data\data\ARTS\39470264.pdf
176,17483843.pdf,AVIATION,0.4614,46.14,0.038,0.4375,0.7,1.0,18,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\AVIATION\17483843.pdf
177,17659053.pdf,APPAREL,0.4612,46.12,0.0374,0.4375,0.7,1.0,26,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\APPAREL\17659053.pdf
178,28013287.pdf,TEACHER,0.4609,46.09,0.0362,0.4375,0.7,1.0,48,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\TEACHER\28013287.pdf
179,27573855.pdf,ACCOUNTANT,0.4609,46.09,0.0211,0.4375,0.725,1.0,15,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\ACCOUNTANT\27573855.pdf
180,67582956.pdf,DESIGNER,0.4605,46.05,0.0345,0.4375,0.7,1.0,16,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\DESIGNER\67582956.pdf
181,22560013.pdf,PUBLIC-RELATIONS,0.4605,46.05,0.117,0.625,0.0,1.0,0,3,10,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DESIGNER:adobe creative suite | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: analytics, seo, google analytics, ppc, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\PUBLIC-RELATIONS\22560013.pdf
182,31217840.pdf,CONSULTANT,0.4601,46.01,0.0556,0.375,0.85,1.0,10,4,6,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, analytics, seo, google analytics",..\data\data\data\CONSULTANT\31217840.pdf
183,21586858.pdf,CONSTRUCTION,0.46,46.0,0.0325,0.4375,0.7,1.0,28,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:seo | MARKETING:seo | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, sem, google analytics, sem",..\data\data\data\CONSTRUCTION\21586858.pdf
184,19861776.pdf,DIGITAL-MEDIA,0.4599,45.99,0.0921,0.3125,0.975,1.0,5,4,5,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics",..\data\data\data\DIGITAL-MEDIA\19861776.pdf
185,26496059.pdf,DESIGNER,0.4598,45.98,0.0892,0.5,0.75,0.6667,3,2,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 1 more years of relevant experience | Consider pursuing higher education qualifications",..\data\data\data\DESIGNER\26496059.pdf
186,51349448.pdf,SALES,0.4598,45.98,0.0767,0.3125,1.0,1.0,4,3,5,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\SALES\51349448.pdf
187,32517106.pdf,FITNESS,0.4594,45.94,0.0302,0.4375,0.7,1.0,50,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\FITNESS\32517106.pdf
188,90365216.pdf,FITNESS,0.4594,45.94,0.03,0.4375,0.7,1.0,33,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\FITNESS\90365216.pdf
189,26530696.pdf,SALES,0.4593,45.93,0.0524,0.375,0.85,1.0,10,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\SALES\26530696.pdf
190,25213006.pdf,CONSULTANT,0.4593,45.93,0.0521,0.375,0.85,1.0,10,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\CONSULTANT\25213006.pdf
191,51724595.pdf,CONSULTANT,0.4592,45.92,0.0369,0.375,0.875,1.0,9,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\CONSULTANT\51724595.pdf
192,37374340.pdf,HEALTHCARE,0.4592,45.92,0.0291,0.4375,0.7,1.0,20,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\HEALTHCARE\37374340.pdf
193,29999135.pdf,ACCOUNTANT,0.4588,45.88,0.0277,0.4375,0.7,1.0,28,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\ACCOUNTANT\29999135.pdf
194,12065211.pdf,ACCOUNTANT,0.4587,45.87,0.0272,0.4375,0.7,1.0,19,4,7,ACCOUNTANT:excel | DIGITAL-MEDIA:seo | DIGITAL-MEDIA:sem | MARKETING:seo | MARKETING:sem | PHARMACEUTICAL:marketing | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, google analytics, digital marketing",..\data\data\data\ACCOUNTANT\12065211.pdf
195,23185829.pdf,CHEF,0.4586,45.86,0.0268,0.4375,0.7,1.0,20,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\CHEF\23185829.pdf
196,24953921.pdf,DIGITAL-MEDIA,0.4584,45.84,0.0935,0.375,0.775,1.0,13,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\DIGITAL-MEDIA\24953921.pdf
197,23387174.pdf,ACCOUNTANT,0.4575,45.75,0.0223,0.4375,0.7,1.0,16,4,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\ACCOUNTANT\23387174.pdf
198,24491862.pdf,PUBLIC-RELATIONS,0.4568,45.68,0.2145,0.5625,0.0,1.0,0,3,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:analytics | MARKETING:google analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, sem, seo, ppc, sem | Gain 4 more years of relevant experience",..\data\data\data\PUBLIC-RELATIONS\24491862.pdf
199,20992320.pdf,BANKING,0.4565,45.65,0.0561,0.375,0.825,1.0,11,4,6,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, analytics, seo, google analytics",..\data\data\data\BANKING\20992320.pdf
200,29825044.pdf,BUSINESS-DEVELOPMENT,0.4565,45.65,0.131,0.375,0.7,1.0,33,4,6,BUSINESS-DEVELOPMENT:sales | DESIGNER:adobe creative suite | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, seo, sem, analytics, digital marketing",..\data\data\data\BUSINESS-DEVELOPMENT\29825044.pdf
201,30862904.pdf,HR,0.4554,45.54,0.0364,0.375,0.85,1.0,10,4,6,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, sem, seo, digital marketing",..\data\data\data\HR\30862904.pdf
202,10070224.pdf,PUBLIC-RELATIONS,0.4551,45.51,0.1253,0.375,0.7,1.0,16,4,6,ACCOUNTANT:excel | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:marketing | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: sales, adobe creative suite, analytics, seo, google analytics",..\data\data\data\PUBLIC-RELATIONS\10070224.pdf
203,13586069.pdf,CONSULTANT,0.455,45.5,0.1101,0.375,0.725,1.0,15,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales,"Consider developing skills in: adobe creative suite, sem, seo, digital marketing, seo",..\data\data\data\CONSULTANT\13586069.pdf
204,34303500.pdf,SALES,0.4548,45.48,0.0568,0.3125,1.0,1.0,4,3,5,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\SALES\34303500.pdf
205,90468982.pdf,ADVOCATE,0.4544,45.44,0.0301,0.4375,1.0,0.6667,4,2,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Consider pursuing higher education qualifications",..\data\data\data\ADVOCATE\90468982.pdf
206,18293620.pdf,BUSINESS-DEVELOPMENT,0.4543,45.43,0.0621,0.375,0.8,1.0,12,3,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\BUSINESS-DEVELOPMENT\18293620.pdf
207,65864767.pdf,BANKING,0.4541,45.41,0.0089,0.4375,0.7,1.0,49,3,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\BANKING\65864767.pdf
208,25162378.pdf,BANKING,0.4538,45.38,0.1202,0.375,0.7,1.0,50,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\BANKING\25162378.pdf
209,92122785.pdf,CHEF,0.4535,45.35,0.014,0.375,0.875,1.0,9,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc",..\data\data\data\CHEF\92122785.pdf
210,25547145.pdf,ACCOUNTANT,0.4524,45.24,0.0522,0.4375,0.95,0.6667,6,2,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Consider pursuing higher education qualifications",..\data\data\data\ACCOUNTANT\25547145.pdf
211,27419236.pdf,DIGITAL-MEDIA,0.4523,45.23,0.1968,0.5625,0.0,1.0,0,3,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:digital marketing | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\27419236.pdf
212,78538268.pdf,ADVOCATE,0.4518,45.18,0.0674,0.375,0.775,1.0,13,3,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\ADVOCATE\78538268.pdf
213,23246831.pdf,ACCOUNTANT,0.4515,45.15,0.0361,0.375,0.825,1.0,11,3,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\ACCOUNTANT\23246831.pdf
214,11850315.pdf,PUBLIC-RELATIONS,0.4512,45.12,0.1925,0.5625,0.0,1.0,0,4,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:analytics | MARKETING:google analytics | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, sem, seo, ppc, sem | Gain 4 more years of relevant experience",..\data\data\data\PUBLIC-RELATIONS\11850315.pdf
215,22807104.pdf,TEACHER,0.4512,45.12,0.0324,0.4375,0.975,0.6667,5,2,7,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Consider pursuing higher education qualifications",..\data\data\data\TEACHER\22807104.pdf
216,37695494.pdf,DESIGNER,0.4511,45.11,0.0346,0.375,0.825,1.0,11,4,6,BUSINESS-DEVELOPMENT:sales | DESIGNER:adobe creative suite | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | RETAIL:sales,"Consider developing skills in: excel, analytics, seo, google analytics, ppc",..\data\data\data\DESIGNER\37695494.pdf
217,23032182.pdf,SALES,0.4508,45.08,0.0783,0.375,0.75,1.0,14,3,6,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics",..\data\data\data\SALES\23032182.pdf
218,25038571.pdf,DIGITAL-MEDIA,0.4508,45.08,0.3033,0.5,0.0,1.0,0,3,8,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:analytics | MARKETING:digital marketing | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: adobe creative suite, sem, seo, ppc, google analytics | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\25038571.pdf
219,14556869.pdf,DIGITAL-MEDIA,0.4506,45.06,0.1898,0.5625,0.0,1.0,0,3,9,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:digital marketing | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media,"Consider developing skills in: adobe creative suite, analytics, seo, google analytics, ppc | Gain 4 more years of relevant experience",..\data\data\data\DIGITAL-MEDIA\14556869.pdf
220,34875813.pdf,CONSULTANT,0.4506,45.06,0.0773,0.375,0.75,1.0,14,3,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\CONSULTANT\34875813.pdf
221,14009087.pdf,PUBLIC-RELATIONS,0.4505,45.05,0.1071,0.375,0.7,1.0,50,4,6,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics",..\data\data\data\PUBLIC-RELATIONS\14009087.pdf
222,18436190.pdf,PUBLIC-RELATIONS,0.4505,45.05,0.172,0.375,0.925,0.6667,7,2,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing | Consider pursuing higher education qualifications",..\data\data\data\PUBLIC-RELATIONS\18436190.pdf
223,13520837.pdf,HR,0.4504,45.04,0.0542,0.3125,0.975,1.0,5,3,5,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\HR\13520837.pdf
224,17857644.pdf,ARTS,0.4498,44.98,0.0744,0.625,0.0,1.0,0,4,10,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | DESIGNER:adobe creative suite | DIGITAL-MEDIA:sem | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: analytics, seo, google analytics, ppc, digital marketing | Gain 4 more years of relevant experience",..\data\data\data\ARTS\17857644.pdf
225,21669215.pdf,PUBLIC-RELATIONS,0.4493,44.93,0.1845,0.5625,0.0,1.0,0,4,9,BUSINESS-DEVELOPMENT:sales | DIGITAL-MEDIA:sem | MARKETING:digital marketing | MARKETING:sem | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, analytics, seo, google analytics | Gain 4 more years of relevant experience",..\data\data\data\PUBLIC-RELATIONS\21669215.pdf
226,29184740.pdf,SALES,0.4492,44.92,0.087,0.375,0.725,1.0,15,3,6,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | PUBLIC-RELATIONS:social media | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics",..\data\data\data\SALES\29184740.pdf
227,20969119.pdf,AGRICULTURE,0.449,44.9,0.0411,0.375,0.8,1.0,12,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\AGRICULTURE\20969119.pdf
228,24285142.pdf,DESIGNER,0.449,44.9,0.0858,0.375,0.725,1.0,15,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\DESIGNER\24285142.pdf
229,28320387.pdf,ENGINEERING,0.4489,44.89,0.033,0.3125,1.0,1.0,4,3,5,BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: excel, adobe creative suite, seo, sem, analytics",..\data\data\data\ENGINEERING\28320387.pdf
230,17818707.pdf,BANKING,0.4487,44.87,0.0998,0.375,0.7,1.0,18,4,6,ACCOUNTANT:excel | BUSINESS-DEVELOPMENT:sales | PHARMACEUTICAL:sales | PHARMACEUTICAL:marketing | RETAIL:sales | SOFT-SKILLS:communication,"Consider developing skills in: adobe creative suite, seo, sem, analytics, digital marketing",..\data\data\data\BANKING\17818707.pdf
